gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
1.0,0.0,0.0,0.0,0.04225352112676056,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5582089552238805,0.02845026540503116
1.0,1.0,0.0,0.0,0.5633802816901409,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.7975124378109453,0.48106969766905144
0.0,0.0,0.0,0.0,0.2112676056338028,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.01840796019900498,0.03200438495268867
1.0,1.0,1.0,0.0,0.4366197183098592,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.617412935323383,0.28435841218555274
0.0,0.0,1.0,1.0,0.056338028169014086,1.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.6716417910447761,0.052175167320563126
0.0,0.0,0.0,0.0,0.22535211267605634,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.3333333333333333,0.6129353233830845,0.1579217632125548
0.0,0.0,0.0,0.0,0.49295774647887325,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.5701492537313433,0.30710246942072467
1.0,1.0,0.0,0.0,0.04225352112676056,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5213930348258707,0.031738979921532434
1.0,0.0,1.0,0.0,0.7746478873239437,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.3333333333333333,0.8164179104477611,0.6457015924301869
1.0,1.0,1.0,0.0,0.6901408450704226,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,1.0,0.0,0.8323383084577115,0.6054350334641126
0.0,0.0,0.0,0.0,0.22535211267605634,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.7577114427860697,0.18447957535195017
1.0,0.0,0.0,0.0,0.8028169014084507,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.845771144278607,0.6922282483267943
1.0,0.0,1.0,1.0,0.35211267605633806,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.6039800995024875,0.2325698130625433
0.0,0.0,1.0,1.0,0.15492957746478872,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10895522388059697,0.03349873067159013
0.0,1.0,1.0,0.0,0.9014084507042254,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.8756218905472636,0.8032540964689592
0.0,0.0,1.0,1.0,0.4507042253521127,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.3333333333333333,0.05870646766169152,0.09018001384721902
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5154228855721392,0.005913916455111932
1.0,0.0,0.0,0.0,0.014084507042253521,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5796019900497512,0.016576275098084466
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.6039800995024875,0.006940918532194785
1.0,0.0,1.0,1.0,0.943661971830986,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.7024875621890546,0.7055042695591969
1.0,0.0,0.0,0.0,0.08450704225352114,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.7756218905472637,0.07164781906300485
0.0,0.0,0.0,0.0,0.15492957746478872,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.2666666666666666,0.058192937918301414
1.0,0.0,0.0,0.0,0.23943661971830985,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6208955223880598,0.16537041310870068
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.2691542288557213,0.0030579275328871443
0.0,0.0,0.0,0.0,0.47887323943661975,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.6736318407960199,0.356715901223171
0.0,0.0,1.0,1.0,0.8028169014084507,0.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.4129353233830846,0.4160570043849527
0.0,0.0,1.0,0.0,0.8873239436619719,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.39900497512437816,0.43130048465266557
1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.535820895522388,0.5767193630279251
1.0,0.0,0.0,0.0,0.16901408450704225,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06865671641791044,0.03612393261020079
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.01741293532338306,0.00013847219016847444
0.0,0.0,1.0,0.0,0.056338028169014086,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7029850746268657,0.05023655665820448
1.0,0.0,0.0,0.0,0.7042253521126761,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6144278606965173,0.4873701823217171
1.0,1.0,1.0,0.0,0.1267605633802817,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.7119402985074627,0.1033348719132241
1.0,0.0,0.0,0.0,0.4084507042253521,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.46019900497512434,0.21574544195707362
0.0,1.0,1.0,0.0,0.23943661971830985,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.29950248756218906,0.09138010616201248
0.0,0.0,1.0,1.0,0.5633802816901409,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.6134328358208956,0.3816524348026771
0.0,0.0,0.0,0.0,0.14084507042253522,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3014925373134328,0.05564274174936534
1.0,0.0,1.0,1.0,0.28169014084507044,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.015422885572139305,0.038229863835679674
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.6666666666666666,0.015920398009950265,0.00012116316639741503
1.0,0.0,0.0,0.0,0.4225352112676057,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5990049751243781,0.27883106392799445
0.0,0.0,0.0,0.0,0.1267605633802817,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.26865671641791045,0.04729979229171475
1.0,0.0,0.0,0.0,0.23943661971830985,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06865671641791044,0.05285021924763444
1.0,0.0,0.0,0.0,0.9295774647887325,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.9746268656716418,0.8923955688899147
0.0,1.0,1.0,0.0,0.5774647887323944,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.5562189054726369,0.37048234479575354
0.0,1.0,0.0,0.0,0.18309859154929578,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6039800995024875,0.1249769213016386
0.0,1.0,1.0,0.0,0.07042253521126761,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.6577114427860695,0.052630971613201016
0.0,0.0,1.0,0.0,0.014084507042253521,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.43681592039800987,0.010881606277405954
0.0,0.0,1.0,1.0,0.3098591549295775,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.013930348258706454,0.04993653357950612
1.0,0.0,0.0,0.0,0.6056338028169015,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.6666666666666666,0.42526540503115623
1.0,0.0,0.0,1.0,0.09859154929577466,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07213930348258707,0.022663281790906993
0.0,0.0,1.0,1.0,0.26760563380281693,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.8716417910447761,0.25627163627971383
1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6497512437810945,0.7009577659819987
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.015920398009950265,0.16331640895453498
1.0,0.0,0.0,0.0,0.16901408450704225,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.7248756218905472,0.12888299099930764
1.0,0.0,1.0,0.0,0.11267605633802817,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5044776119402985,0.06635702746365106
0.0,0.0,0.0,0.0,0.056338028169014086,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.3333333333333333,0.013930348258706454,0.008452573274867297
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.013930348258706454,9.808446803600233e-05
1.0,0.0,0.0,0.0,0.5070422535211268,0.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.22189054726368157,0.15832564043387953
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.019402985074626844,0.0001615508885298867
1.0,0.0,1.0,1.0,0.4507042253521127,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5537313432835821,0.2753577198246019
1.0,0.0,0.0,0.0,0.5915492957746479,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5666666666666667,0.366928225248096
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.3203980099502488,0.003652204015693515
0.0,0.0,1.0,1.0,0.5492957746478874,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5283582089552238,0.32637895222709434
1.0,0.0,0.0,0.0,0.08450704225352114,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.006965174129353213,0.01289522270943919
0.0,1.0,1.0,0.0,0.6901408450704226,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.8199004975124379,0.5966939764597277
1.0,0.0,0.0,0.0,0.02816901408450704,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5646766169154228,0.021959381490883913
0.0,0.0,1.0,1.0,0.33802816901408456,1.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7054726368159204,0.25836025848142163
1.0,0.0,1.0,0.0,0.8169014084507042,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.8805970149253731,0.7193745672744057
0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.45323383084577107,0.5383683360258482
1.0,0.0,0.0,1.0,0.36619718309859156,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6094527363184079,0.24945188091391648
0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.7094527363184079,0.7419859219939996
1.0,1.0,1.0,0.0,0.14084507042253522,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5169154228855721,0.09414954996538197
1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.009452736318407956,4.6157396722824526e-05
0.0,0.0,1.0,0.0,0.5774647887323944,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.3333333333333333,0.020895522388059695,0.09821140087699054
1.0,0.0,0.0,1.0,0.3098591549295775,0.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.22288557213930343,0.10715439649203785
0.0,0.0,0.0,0.0,0.323943661971831,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6577114427860695,0.22146895915070391
0.0,1.0,0.0,0.0,0.04225352112676056,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.7059701492537314,0.03777982921763213
0.0,0.0,0.0,0.0,0.19718309859154928,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.40497512437810945,0.10804869605354259
1.0,0.0,1.0,0.0,0.9859154929577465,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.061691542288557194,0.19753634894991925
0.0,0.0,1.0,0.0,0.5352112676056339,1.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.8601990049751244,0.4749653819524579
1.0,0.0,1.0,1.0,0.28169014084507044,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.0,1.0,0.5895522388059701,0.18534502654050314
1.0,0.0,1.0,1.0,0.19718309859154928,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5099502487562189,0.12146318947611356
0.0,0.0,0.0,0.0,0.6901408450704226,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.6393034825870647,0.4800715439649204
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.7522388059701491,0.008660281560120008
0.0,0.0,0.0,0.0,0.11267605633802817,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.2676616915422885,0.04588622201707824
1.0,0.0,1.0,1.0,0.9154929577464789,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3830845771144279,0.42575582737133627
1.0,0.0,1.0,1.0,0.47887323943661975,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.5492537313432836,0.3049042234018001
0.0,0.0,0.0,0.0,0.4225352112676057,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5751243781094527,0.25490422340180013
1.0,0.0,0.0,0.0,0.5915492957746479,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.5681592039800994,0.3626355873528733
0.0,0.0,1.0,1.0,0.35211267605633806,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.3333333333333333,0.013930348258706454,0.05493884144934226
1.0,0.0,0.0,0.0,0.7183098591549296,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.6666666666666666,0.3532338308457711,0.319853450265405
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.026865671641791017,0.00024809600738518334
1.0,1.0,0.0,0.0,0.1267605633802817,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.7671641791044775,0.10149434571890147
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5194029850746269,0.005960073851834756
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.014427860696517386,0.00010385414262635562
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5208955223880596,0.005977382875605816
1.0,0.0,0.0,0.0,0.04225352112676056,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3686567164179104,0.02535195015001154
1.0,0.0,0.0,0.0,0.02816901408450704,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.015920398009950265,0.00527925225017309
0.0,0.0,0.0,0.0,0.4225352112676057,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6129353233830845,0.2752538656819755
1.0,0.0,1.0,1.0,0.25352112676056343,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.16616915422885575,0.06824371105469652
1.0,0.0,0.0,0.0,0.5915492957746479,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5930348258706467,0.3862277867528271
1.0,0.0,0.0,0.0,0.08450704225352114,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.707462686567164,0.07074198015231942
1.0,1.0,1.0,0.0,0.676056338028169,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6960199004975124,0.47780406185091157
0.0,0.0,0.0,1.0,0.6338028169014085,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.8651741293532339,0.5543561043157166
1.0,1.0,1.0,0.0,0.7887323943661972,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,1.0,0.3333333333333333,0.5258706467661691,0.475571197784445
1.0,1.0,0.0,0.0,0.323943661971831,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5756218905472636,0.1954650357719825
1.0,0.0,1.0,1.0,0.49295774647887325,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.3522388059701492,0.2216189706900531
0.0,1.0,0.0,0.0,0.014084507042253521,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6,0.015087699053773367
1.0,0.0,0.0,0.0,0.16901408450704225,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.32139303482587056,0.06830717747519041
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.6199004975124378,0.007125548119086083
1.0,0.0,0.0,0.0,0.15492957746478872,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8129353233830846,0.1285425801984768
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6373134328358209,0.0073274867297484425
0.0,0.0,1.0,1.0,0.6056338028169015,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.013432835820895522,0.08786637433648743
1.0,0.0,0.0,0.0,0.19718309859154928,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5746268656716418,0.12832333256404338
0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.9079601990049752,0.9042349411493191
0.0,0.0,0.0,0.0,0.33802816901408456,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6129353233830845,0.2303888760673898
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.023383084577114438,0.00020770828525271167
0.0,0.0,0.0,1.0,0.3098591549295775,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.6666666666666666,0.31044776119402984,0.12699630740826218
1.0,0.0,0.0,0.0,0.619718309859155,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.3333333333333333,0.9348258706467661,0.5784733441033926
0.0,0.0,1.0,0.0,0.3802816901408451,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.02238805970149252,0.06280290791599354
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.27313432835820894,0.0031040849296099706
1.0,0.0,0.0,0.0,0.28169014084507044,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.17661691542288555,0.08785483498730672
1.0,0.0,1.0,0.0,0.02816901408450704,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.01741293532338306,0.003559889222247865
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.8706467661691543,0.8782656358181399
1.0,1.0,1.0,0.0,0.26760563380281693,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.7592039800995024,0.21703784906531273
1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.9945273631840795,0.9841160858527579
1.0,0.0,1.0,0.0,0.28169014084507044,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.9248756218905473,0.26520886222017076
1.0,0.0,1.0,1.0,0.6901408450704226,1.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.8502487562189055,0.5829967689822294
1.0,1.0,0.0,0.0,0.1267605633802817,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.7671641791044775,0.10149434571890147
0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.618905472636816,0.6771347795984307
0.0,0.0,1.0,1.0,0.4366197183098592,1.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.7099502487562188,0.33267943687976
0.0,0.0,1.0,0.0,0.014084507042253521,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.26218905472636816,0.00903531040849296
0.0,1.0,0.0,0.0,0.4225352112676057,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5537313432835821,0.25367528271405493
0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.6228855721393034,0.6699688437572121
1.0,0.0,1.0,0.0,0.15492957746478872,1.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6228855721393034,0.09781329333025618
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.2691542288557213,0.0030579275328871443
0.0,1.0,1.0,0.0,0.26760563380281693,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.7218905472636815,0.22296330486960536
1.0,0.0,1.0,1.0,0.16901408450704225,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.062189054726368154,0.03747980613893377
0.0,0.0,0.0,0.0,0.3943661971830986,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.799502487562189,0.3363027925225017
0.0,0.0,0.0,0.0,0.09859154929577466,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6154228855721392,0.0762174013385645
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5258706467661691,0.006035079621509347
0.0,0.0,1.0,1.0,0.4366197183098592,1.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.6751243781094527,0.31213362566351255
1.0,0.0,0.0,0.0,0.014084507042253521,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2766169154228855,0.007102469420724671
1.0,0.0,1.0,1.0,0.5211267605633804,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.7601990049751244,0.41605123471036237
1.0,0.0,1.0,0.0,0.9014084507042254,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7323383084577114,0.683366028156012
0.0,1.0,1.0,0.0,0.9295774647887325,1.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.8835820895522387,0.8220286175859681
1.0,0.0,0.0,0.0,0.22535211267605634,1.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.7522388059701491,0.18542003231017773
1.0,0.0,1.0,0.0,0.9859154929577465,1.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.854726368159204,0.8477382875605817
1.0,0.0,0.0,0.0,0.9859154929577465,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.3333333333333333,0.7900497512437811,0.7695649665358875
